w1,w2,w3,w4,count,p1,p2,p3,p4,joint.prob.nonnorm,joint.prob,expected,disparity,score
new,password,thanks,for,6,0.001854598,0.000190721,0.000266352,0.008924432,8.41E-13,1.80E-08,0.00548912,1093.071376,-1.021838693
starts,campaign,for,a,6,5.26E-05,9.54E-05,0.008924432,0.021117428,9.46E-13,2.03E-08,0.006173037,971.9688718,-1.021842591
at,10pm,to,february,6,0.003774962,2.30E-05,0.02759208,0.000397884,9.54E-13,2.05E-08,0.006227874,963.4106926,-1.021842866
fbi,everything,that,was,6,3.29E-05,0.000450496,0.011456419,0.005981408,1.02E-12,2.18E-08,0.006627232,905.3553432,-1.021844734
said,as,an,autopsy,6,0.001703337,0.004524693,0.002508969,5.26E-05,1.02E-12,2.18E-08,0.006641918,903.3535744,-1.021844799
house,apparently,no,one,6,0.000891128,0.000223604,0.002219599,0.002456356,1.09E-12,2.33E-08,0.007092565,845.95625,-1.021846646
in,january,2016,many,6,0.012064753,0.000144685,0.000943741,0.000664236,1.09E-12,2.35E-08,0.007143884,839.8792025,-1.021846842
to,february,27,2016,6,0.02759208,0.000397884,0.000108514,0.000943741,1.12E-12,2.41E-08,0.007339994,817.4393756,-1.021847564
fathers,impacted,by,the,6,0.000253199,4.93E-05,0.002772032,0.032968442,1.14E-12,2.45E-08,0.007451403,805.2175325,-1.021847957
of,fathers,with,voices,6,0.01604359,0.000253199,0.008704116,3.29E-05,1.16E-12,2.50E-08,0.007590603,790.4510797,-1.021848432
him,to,write,closing,6,0.003446133,0.02759208,0.00024991,4.93E-05,1.17E-12,2.52E-08,0.0076521,784.0985063,-1.021848637
reports,rihanna,had,a,6,0.000157838,0.000141397,0.002505681,0.021117428,1.18E-12,2.54E-08,0.007709669,778.2435251,-1.021848825
of,birth,grinsell,may,6,0.01604359,0.000355136,0.000207163,0.001035813,1.22E-12,2.62E-08,0.007981903,751.7004405,-1.021849679
children,after,a,separation,6,0.001335048,0.001509327,0.021117428,2.96E-05,1.26E-12,2.70E-08,0.008221523,729.7917538,-1.021850385
from,a,href,http,6,0.003271853,0.021117428,7.23E-05,0.000253199,1.27E-12,2.72E-08,0.008262426,726.1790134,-1.021850501
aint,that,babys,daddy,6,0.0003091,0.011456419,0.000483379,0.000739866,1.27E-12,2.72E-08,0.008268117,725.6791225,-1.021850517
web,around,the,web,6,0.000220316,0.000815497,0.032968442,0.000220316,1.31E-12,2.80E-08,0.008519807,704.2413074,-1.021851207
outside,the,courtroom,he,6,0.000210451,0.032968442,2.63E-05,0.007599249,1.39E-12,2.98E-08,0.009055207,662.6022021,-1.021852547
on,issues,that,poses,6,0.007816276,0.000437343,0.011456419,3.62E-05,1.42E-12,3.04E-08,0.009248098,648.7820526,-1.021852992
apples,fight,with,the,6,1.97E-05,0.000253199,0.008704116,0.032968442,1.43E-12,3.08E-08,0.009358891,641.1016055,-1.021853239
from,reporters,outside,the,6,0.003271853,6.58E-05,0.000210451,0.032968442,1.49E-12,3.21E-08,0.009746788,615.5874127,-1.02185406
for,a,film,spanish,6,0.008924432,0.021117428,0.000161126,4.93E-05,1.50E-12,3.22E-08,0.00977841,613.5966756,-1.021854124
your,email,address,will,6,0.004748297,0.000453785,0.000279505,0.002499104,1.51E-12,3.23E-08,0.009826064,610.6209267,-1.02185422
founder,of,fathers,with,6,4.27E-05,0.01604359,0.000253199,0.008704116,1.51E-12,3.24E-08,0.009867783,608.0392921,-1.021854303
healthy,on,the,evening,6,0.00011509,0.007816276,0.032968442,5.26E-05,1.56E-12,3.35E-08,0.010186985,588.9868147,-1.021854916
the,social,media,site,6,0.032968442,0.000351848,0.000466938,0.00028937,1.57E-12,3.36E-08,0.010232536,586.3649293,-1.021855
of,april,1,while,6,0.01604359,0.000167703,0.000871398,0.0006741,1.58E-12,3.39E-08,0.010318142,581.5000446,-1.021855157
baby,was,born,healthy,6,0.006152399,0.005981408,0.000378154,0.00011509,1.60E-12,3.44E-08,0.010456182,573.8232096,-1.021855404
email,address,will,not,6,0.000453785,0.000279505,0.002499104,0.005146181,1.63E-12,3.50E-08,0.010649439,563.4099796,-1.021855739
had,a,meltdown,during,6,0.002505681,0.021117428,8.88E-05,0.000365001,1.71E-12,3.68E-08,0.011194708,535.9675128,-1.021856622
remain,in,his,daughters,6,9.86E-05,0.012064753,0.006356274,0.000226892,1.72E-12,3.68E-08,0.011206002,535.4273733,-1.02185664
insight,for,fathers,on,6,9.86E-05,0.008924432,0.000253199,0.007816276,1.74E-12,3.74E-08,0.01137501,527.47208,-1.021856896
expensive,to,include,in,6,5.92E-05,0.02759208,8.88E-05,0.012064753,1.75E-12,3.76E-08,0.011420851,525.3548906,-1.021856964
a,separation,and,divorce,6,0.021117428,2.96E-05,0.022837206,0.00013482,1.92E-12,4.13E-08,0.012562315,477.6189661,-1.0218585
2016,at,9pm,to,6,0.000943741,0.003774962,1.97E-05,0.02759208,1.94E-12,4.16E-08,0.012661627,473.8727391,-1.021858621
for,fathers,fighting,for,6,0.008924432,0.000253199,9.86E-05,0.008924432,1.99E-12,4.27E-08,0.012987706,461.9753627,-1.021859003
a,new,password,thanks,6,0.021117428,0.001854598,0.000190721,0.000266352,1.99E-12,4.27E-08,0.012988625,461.9426527,-1.021859004
was,born,healthy,on,6,0.005981408,0.000378154,0.00011509,0.007816276,2.03E-12,4.37E-08,0.01328399,451.6715293,-1.021859335
april,1,while,a,6,0.000167703,0.000871398,0.0006741,0.021117428,2.08E-12,4.47E-08,0.013581289,441.7842911,-1.021859653
report,around,the,web,6,0.000355136,0.000815497,0.032968442,0.000220316,2.10E-12,4.52E-08,0.01373342,436.8904407,-1.021859811
led,him,to,write,6,8.88E-05,0.003446133,0.02759208,0.00024991,2.11E-12,4.53E-08,0.01377378,435.6102813,-1.021859852
grinsells,baby,was,born,6,0.000157838,0.006152399,0.005981408,0.000378154,2.20E-12,4.72E-08,0.014339907,418.412757,-1.021860405
work,for,6,years,6,0.000624776,0.008924432,0.00038473,0.001025948,2.20E-12,4.72E-08,0.014368276,417.5866264,-1.021860432
birth,in,her,bedroom,6,0.000355136,0.012064753,0.008010286,6.58E-05,2.26E-12,4.85E-08,0.014735997,407.1662149,-1.021860767
2016,at,10pm,to,6,0.000943741,0.003774962,2.30E-05,0.02759208,2.26E-12,4.86E-08,0.014771898,406.1766335,-1.021860799
fight,with,the,fbi,6,0.000253199,0.008704116,0.032968442,3.29E-05,2.39E-12,5.13E-08,0.015598152,384.6609633,-1.021861492
marks,on,the,babys,6,1.97E-05,0.007816276,0.032968442,0.000483379,2.46E-12,5.28E-08,0.016044502,373.9598823,-1.021861836
no,such,thing,as,6,0.002219599,0.000368289,0.000677389,0.004524693,2.51E-12,5.38E-08,0.016357172,366.8115751,-1.021862066
to,february,21,2016,6,0.02759208,0.000397884,0.000243334,0.000943741,2.52E-12,5.41E-08,0.01645938,364.5337756,-1.021862139
issues,as,the,importance,6,0.000437343,0.004524693,0.032968442,3.95E-05,2.57E-12,5.53E-08,0.016806597,357.0026669,-1.021862382
ramsey,said,as,an,6,0.00013482,0.001703337,0.004524693,0.002508969,2.61E-12,5.60E-08,0.017019914,352.5282242,-1.021862526
on,decider,now,on,6,0.007816276,1.97E-05,0.002226175,0.007816276,2.68E-12,5.76E-08,0.017518586,342.4933939,-1.021862849
on,iaf,now,on,6,0.007816276,1.97E-05,0.002226175,0.007816276,2.68E-12,5.76E-08,0.017518586,342.4933939,-1.021862849
mamas,and,baby,daddies,6,0.000365001,0.022837206,0.006152399,5.26E-05,2.70E-12,5.79E-08,0.017615289,340.6132064,-1.021862909
campaign,for,a,film,6,9.54E-05,0.008924432,0.021117428,0.000161126,2.90E-12,6.22E-08,0.018904926,317.3775908,-1.021863657
fighting,for,their,children,6,9.86E-05,0.008924432,0.002531987,0.001335048,2.98E-12,6.39E-08,0.019428918,308.8180134,-1.021863932
where,he,had,apparently,6,0.000769461,0.007599249,0.002505681,0.000223604,3.28E-12,7.03E-08,0.021388506,280.5244985,-1.021864843
that,was,too,expensive,6,0.011456419,0.005981408,0.000861533,5.92E-05,3.49E-12,7.50E-08,0.022813158,263.0061112,-1.021865407
for,6,years,still,6,0.008924432,0.00038473,0.001025948,0.001019371,3.59E-12,7.71E-08,0.023442977,255.9401904,-1.021865634
is,everywhere,e,is,6,0.011732635,6.91E-05,0.000378154,0.011732635,3.59E-12,7.72E-08,0.023467542,255.6722863,-1.021865643
for,their,children,inside,6,0.008924432,0.002531987,0.001335048,0.000121667,3.67E-12,7.88E-08,0.023962333,250.3929838,-1.021865813
to,february,20,2016,6,0.02759208,0.000397884,0.000355136,0.000943741,3.68E-12,7.90E-08,0.024021798,249.7731425,-1.021865833
on,the,babys,neck,6,0.007816276,0.032968442,0.000483379,2.96E-05,3.69E-12,7.91E-08,0.024066753,249.3065882,-1.021865848
issues,that,poses,a,6,0.000437343,0.011456419,3.62E-05,0.021117428,3.83E-12,8.22E-08,0.024985816,240.1362409,-1.021866143
insight,on,issues,that,6,9.86E-05,0.007816276,0.000437343,0.011456419,3.86E-12,8.29E-08,0.025222085,237.8867526,-1.021866215
iaf,now,on,is,6,1.97E-05,0.002226175,0.007816276,0.011732635,4.03E-12,8.65E-08,0.026296304,228.1689454,-1.021866528
with,the,fbi,everything,6,0.008704116,0.032968442,3.29E-05,0.000450496,4.25E-12,9.13E-08,0.027752555,216.1963078,-1.021866913
1,while,a,social,6,0.000871398,0.0006741,0.021117428,0.000351848,4.36E-12,9.37E-08,0.028494076,210.5700827,-1.021867094
a,one,night,stand,6,0.021117428,0.002456356,0.000473514,0.000187433,4.60E-12,9.88E-08,0.03005585,199.6283563,-1.021867446
the,evening,of,april,6,0.032968442,5.26E-05,0.01604359,0.000167703,4.67E-12,1.00E-07,0.030468386,196.9254309,-1.021867533
information,and,insight,on,6,0.00026964,0.022837206,9.86E-05,0.007816276,4.75E-12,1.02E-07,0.030998259,193.5592554,-1.021867642
around,the,web,around,6,0.000815497,0.032968442,0.000220316,0.000815497,4.83E-12,1.04E-07,0.031536002,190.2587403,-1.021867748
showed,air,in,the,6,0.000141397,9.21E-05,0.012064753,0.032968442,5.18E-12,1.11E-07,0.033806691,177.4796578,-1.021868159
a,guide,for,fathers,6,0.021117428,0.000111802,0.008924432,0.000253199,5.33E-12,1.15E-07,0.034829766,172.2664463,-1.021868327
giving,birth,in,her,6,0.000157838,0.000355136,0.012064753,0.008010286,5.42E-12,1.16E-07,0.035366392,169.6525895,-1.021868411
i,am,20,years,6,0.014264622,0.001055543,0.000355136,0.001025948,5.49E-12,1.18E-07,0.035815721,167.5241997,-1.02186848
between,fathers,and,their,6,0.000378154,0.000253199,0.022837206,0.002531987,5.54E-12,1.19E-07,0.03614534,165.9965037,-1.021868529
the,fbi,everything,that,6,0.032968442,3.29E-05,0.000450496,0.011456419,5.60E-12,1.20E-07,0.036528108,164.2570686,-1.021868585
on,such,issues,as,6,0.007816276,0.000368289,0.000437343,0.004524693,5.70E-12,1.22E-07,0.037189304,161.3367122,-1.021868679
more,babys,mama,drama,6,0.00241032,0.000483379,0.00366316,0.001381084,5.89E-12,1.27E-07,0.038481905,155.9174384,-1.021868853
in,the,babys,lungs,6,0.012064753,0.032968442,0.000483379,3.29E-05,6.32E-12,1.36E-07,0.041275611,145.3642911,-1.021869193
advocated,for,the,right,6,2.30E-05,0.008924432,0.032968442,0.000940452,6.37E-12,1.37E-07,0.041581714,144.2941967,-1.021869227
curtain,on,baby,mama,6,3.62E-05,0.007816276,0.006152399,0.00366316,6.37E-12,1.37E-07,0.041598878,144.2346604,-1.021869229
day,gifts,for,your,6,0.001052254,0.000144685,0.008924432,0.004748297,6.45E-12,1.39E-07,0.042119234,142.4527345,-1.021869286
for,fathers,on,such,6,0.008924432,0.000253199,0.007816276,0.000368289,6.50E-12,1.40E-07,0.042466703,141.2871643,-1.021869324
the,new,york,post,6,0.032968442,0.001854598,0.000187433,0.000582028,6.67E-12,1.43E-07,0.043546745,137.7829742,-1.021869437
or,checked,to,see,6,0.003367214,4.93E-05,0.02759208,0.00152248,6.98E-12,1.50E-07,0.045549823,131.7238919,-1.021869632
never,want,to,experience,6,0.001012795,0.001706625,0.02759208,0.000147973,7.06E-12,1.52E-07,0.04607285,130.2285402,-1.02186968
as,he,advocated,for,6,0.004524693,0.007599249,2.30E-05,0.008924432,7.06E-12,1.52E-07,0.046113388,130.1140571,-1.021869683
checked,to,see,if,6,4.93E-05,0.02759208,0.00152248,0.003620412,7.50E-12,1.61E-07,0.048974956,122.5115943,-1.021869928
and,insight,on,issues,6,0.022837206,9.86E-05,0.007816276,0.000437343,7.70E-12,1.65E-07,0.050277665,119.3372853,-1.02187003
he,had,apparently,been,6,0.007599249,0.002505681,0.000223604,0.00187104,7.97E-12,1.71E-07,0.052008804,115.3650837,-1.021870158
was,too,expensive,to,6,0.005981408,0.000861533,5.92E-05,0.02759208,8.42E-12,1.81E-07,0.05494409,109.2019177,-1.021870356
hate,baby,mama,drama,6,0.000282793,0.006152399,0.00366316,0.001381084,8.80E-12,1.89E-07,0.05746554,104.4104005,-1.021870511
inside,and,outside,of,6,0.000121667,0.022837206,0.000210451,0.01604359,9.38E-12,2.01E-07,0.061247101,97.96382084,-1.021870718
their,children,inside,and,6,0.002531987,0.001335048,0.000121667,0.022837206,9.39E-12,2.02E-07,0.061318497,97.84975638,-1.021870722
no,more,babys,mama,6,0.002219599,0.00241032,0.000483379,0.00366316,9.47E-12,2.03E-07,0.061845918,97.01529499,-1.021870749
said,grinsells,baby,was,6,0.001703337,0.000157838,0.006152399,0.005981408,9.89E-12,2.12E-07,0.064591929,92.89086305,-1.021870881
the,photo,pin,the,6,0.032968442,0.000361712,2.63E-05,0.032968442,1.03E-11,2.22E-07,0.067520996,88.86124811,-1.021871011
life,led,him,to,6,0.001236399,8.88E-05,0.003446133,0.02759208,1.04E-11,2.24E-07,0.068143962,88.04888664,-1.021871037
why,you,should,care,6,0.001223246,0.010821778,0.001170633,0.000690542,1.07E-11,2.30E-07,0.069861979,85.88362495,-1.021871107
the,game,offers,to,6,0.032968442,0.000226892,5.26E-05,0.02759208,1.09E-11,2.33E-07,0.070894291,84.63304895,-1.021871147
to,write,closing,the,6,0.02759208,0.00024991,4.93E-05,0.032968442,1.12E-11,2.41E-07,0.073206061,81.96042635,-1.021871233
born,healthy,on,the,6,0.000378154,0.00011509,0.007816276,0.032968442,1.12E-11,2.41E-07,0.073218957,81.94599161,-1.021871234
the,courtroom,he,said,6,0.032968442,2.63E-05,0.007599249,0.001703337,1.12E-11,2.41E-07,0.07329058,81.86590914,-1.021871236
mama,drama,a,guide,6,0.00366316,0.001381084,0.021117428,0.000111802,1.19E-11,2.56E-07,0.077980222,76.94258661,-1.021871395
to,get,an,abortion,6,0.02759208,0.002604329,0.002508969,6.91E-05,1.24E-11,2.67E-07,0.081279964,73.81893007,-1.021871495
he,said,grinsells,baby,6,0.007599249,0.001703337,0.000157838,0.006152399,1.26E-11,2.70E-07,0.082062643,73.11487663,-1.021871518
im,not,sure,how,6,0.002097932,0.005146181,0.000549145,0.002298518,1.36E-11,2.93E-07,0.0889671,67.44066036,-1.0218717
a,few,minutes,of,6,0.021117428,0.000414325,9.86E-05,0.01604359,1.38E-11,2.97E-07,0.090405258,66.36782152,-1.021871735
to,be,honored,at,6,0.02759208,0.005813705,2.30E-05,0.003774962,1.39E-11,2.99E-07,0.090999012,65.93478156,-1.021871749
the,house,apparently,no,6,0.032968442,0.000891128,0.000223604,0.002219599,1.46E-11,3.13E-07,0.095194191,63.02905633,-1.021871842
within,and,outside,of,6,0.000190721,0.022837206,0.000210451,0.01604359,1.47E-11,3.16E-07,0.096008969,62.49416157,-1.02187186
the,babys,lungs,the,6,0.032968442,0.000483379,3.29E-05,0.032968442,1.73E-11,3.71E-07,0.112790755,53.19584921,-1.021872159
air,in,the,babys,6,9.21E-05,0.012064753,0.032968442,0.000483379,1.77E-11,3.80E-07,0.115571712,51.91581826,-1.0218722
you,might,also,like,6,0.010821778,0.000414325,0.001331759,0.00312388,1.87E-11,4.00E-07,0.12178052,49.26896348,-1.021872285
baby,a,9,5,6,0.006152399,0.021117428,0.000266352,0.000562298,1.95E-11,4.18E-07,0.127035759,47.23079585,-1.021872351
fathers,and,their,children,6,0.000253199,0.022837206,0.002531987,0.001335048,1.95E-11,4.20E-07,0.127608764,47.0187141,-1.021872358
address,will,not,be,6,0.000279505,0.002499104,0.005146181,0.005813705,2.09E-11,4.49E-07,0.136436286,43.97657081,-1.021872456
in,her,bedroom,or,6,0.012064753,0.008010286,6.58E-05,0.003367214,2.14E-11,4.59E-07,0.13971908,42.94331173,-1.021872489
in,his,daughters,life,6,0.012064753,0.006356274,0.000226892,0.001236399,2.15E-11,4.62E-07,0.140448553,42.72026914,-1.021872496
after,a,separation,and,6,0.001509327,0.021117428,2.96E-05,0.022837206,2.15E-11,4.62E-07,0.140636651,42.66313205,-1.021872498
i,fell,in,love,6,0.014264622,7.56E-05,0.012064753,0.001703337,2.22E-11,4.76E-07,0.144742352,41.45296755,-1.021872537
such,issues,as,the,6,0.000368289,0.000437343,0.004524693,0.032968442,2.40E-11,5.16E-07,0.156861573,38.25028574,-1.02187264
i,aint,that,babys,6,0.014264622,0.0003091,0.011456419,0.000483379,2.44E-11,5.24E-07,0.159409299,37.63895864,-1.02187266
everything,that,was,too,6,0.000450496,0.011456419,0.005981408,0.000861533,2.66E-11,5.71E-07,0.173633481,34.55554745,-1.021872759
family,court,as,he,6,0.00123311,0.0006741,0.004524693,0.007599249,2.86E-11,6.14E-07,0.186596837,32.15488594,-1.021872836
when,she,found,out,6,0.002801627,0.007934655,0.000414325,0.003127168,2.88E-11,6.18E-07,0.188039353,31.9082145,-1.021872844
drama,a,guide,for,6,0.001381084,0.021117428,0.000111802,0.008924432,2.91E-11,6.25E-07,0.189980541,31.58218183,-1.021872854
and,noble,com,the,6,0.022837206,3.29E-05,0.001226534,0.032968442,3.04E-11,6.52E-07,0.198248336,30.26507116,-1.021872897
right,to,remain,in,6,0.000940452,0.02759208,9.86E-05,0.012064753,3.09E-11,6.63E-07,0.201627372,29.75786443,-1.021872913
you,should,care,about,6,0.010821778,0.001170633,0.000690542,0.003791404,3.32E-11,7.12E-07,0.216534575,27.70920076,-1.021872979
all,see,all,see,6,0.00395253,0.00152248,0.00395253,0.00152248,3.62E-11,7.77E-07,0.236413181,25.37929561,-1.021873054
went,on,in,another,6,0.000509686,0.007816276,0.012064753,0.000818785,3.94E-11,8.45E-07,0.256926386,23.35299266,-1.021873119
on,in,another,part,6,0.007816276,0.012064753,0.000818785,0.000522839,4.04E-11,8.67E-07,0.263556744,22.76549599,-1.021873138
on,the,social,media,6,0.007816276,0.032968442,0.000351848,0.000466938,4.23E-11,9.09E-07,0.276394739,21.70808321,-1.021873172
the,black,vote,are,6,0.032968442,0.001555363,0.000187433,0.004843658,4.66E-11,9.99E-07,0.303925551,19.74167682,-1.021873235
he,advocated,for,the,6,0.007599249,2.30E-05,0.008924432,0.032968442,5.15E-11,1.10E-06,0.335997695,17.85726537,-1.021873296
when,i,found,out,6,0.002801627,0.014264622,0.000414325,0.003127168,5.18E-11,1.11E-06,0.338050026,17.74885237,-1.0218733
the,curtain,on,baby,6,0.032968442,3.62E-05,0.007816276,0.006152399,5.73E-11,1.23E-06,0.374389899,16.02607338,-1.021873355
of,family,court,as,6,0.01604359,0.00123311,0.0006741,0.004524693,6.03E-11,1.30E-06,0.393944598,15.23056803,-1.021873381
was,in,her,room,6,0.005981408,0.012064753,0.008010286,0.000118379,6.84E-11,1.47E-06,0.4467463,13.43044139,-1.021873439
what,you,really,want,6,0.002982483,0.010821778,0.001265993,0.001706625,6.97E-11,1.50E-06,0.45526475,13.17914466,-1.021873447
said,in,a,statement,6,0.001703337,0.012064753,0.021117428,0.000164415,7.14E-11,1.53E-06,0.465820445,12.88049948,-1.021873456
people,went,on,in,6,0.00152248,0.000509686,0.007816276,0.012064753,7.32E-11,1.57E-06,0.477738621,12.55916884,-1.021873467
he,did,not,want,6,0.007599249,0.001101579,0.005146181,0.001706625,7.35E-11,1.58E-06,0.479984509,12.50040343,-1.021873469
the,right,to,remain,6,0.032968442,0.000940452,0.02759208,9.86E-05,8.44E-11,1.81E-06,0.550971935,10.88984686,-1.02187352
in,the,black,community,6,0.012064753,0.032968442,0.001555363,0.000151262,9.36E-11,2.01E-06,0.610935207,9.821008731,-1.021873555
as,the,importance,of,6,0.004524693,0.032968442,3.95E-05,0.01604359,9.44E-11,2.03E-06,0.616536748,9.731780016,-1.021873558
how,i,feel,about,6,0.002298518,0.014264622,0.000772749,0.003791404,9.61E-11,2.06E-06,0.627140231,9.567238237,-1.021873563
of,the,house,apparently,6,0.01604359,0.032968442,0.000891128,0.000223604,1.05E-10,2.26E-06,0.688077712,8.71994528,-1.02187359
their,children,after,a,6,0.002531987,0.001335048,0.001509327,0.021117428,1.08E-10,2.31E-06,0.703397004,8.530033486,-1.021873596
i,have,been,together,6,0.014264622,0.005576948,0.00187104,0.000736578,1.10E-10,2.35E-06,0.715774874,8.382523918,-1.021873601
and,marks,on,the,6,0.022837206,1.97E-05,0.007816276,0.032968442,1.16E-10,2.49E-06,0.75802085,7.915349561,-1.021873616
and,their,children,after,6,0.022837206,0.002531987,0.001335048,0.001509327,1.17E-10,2.50E-06,0.760680815,7.887670993,-1.021873617
if,he,cant,have,6,0.003620412,0.007599249,0.000802344,0.005576948,1.23E-10,2.64E-06,0.803718023,7.465304778,-1.021873631
for,the,most,part,6,0.008924432,0.032968442,0.000851668,0.000522839,1.31E-10,2.81E-06,0.855332946,7.014812216,-1.021873645
the,best,we,can,6,0.032968442,0.000595181,0.003485592,0.001933517,1.32E-10,2.84E-06,0.863356644,6.949619308,-1.021873647
have,anything,to,do,6,0.005576948,0.00042419,0.02759208,0.002541852,1.66E-10,3.56E-06,1.083202221,5.539131919,-1.021873693
her,room,the,baby,6,0.008010286,0.000118379,0.032968442,0.006152399,1.92E-10,4.13E-06,1.25568886,4.778253748,-1.021873717
the,web,around,the,6,0.032968442,0.000220316,0.000815497,0.032968442,1.95E-10,4.19E-06,1.274919175,4.70618069,-1.021873719
for,a,long,time,6,0.008924432,0.021117428,0.000591893,0.001805274,2.01E-10,4.32E-06,1.314697275,4.563788267,-1.021873724
to,remain,in,his,6,0.02759208,9.86E-05,0.012064753,0.006356274,2.09E-10,4.48E-06,1.362747238,4.402870785,-1.021873729
on,the,evening,of,6,0.007816276,0.032968442,5.26E-05,0.01604359,2.18E-10,4.67E-06,1.420065745,4.22515649,-1.021873735
and,get,away,with,6,0.022837206,0.002604329,0.000460361,0.008704116,2.38E-10,5.12E-06,1.555894614,3.856302314,-1.021873747
on,baby,mama,drama,6,0.007816276,0.006152399,0.00366316,0.001381084,2.43E-10,5.22E-06,1.588320785,3.777574439,-1.021873749
i,dont,know,what,6,0.014264622,0.002686537,0.002170274,0.002982483,2.48E-10,5.33E-06,1.619435277,3.704995244,-1.021873752
the,drama,his,own,6,0.032968442,0.001381084,0.006356274,0.00086811,2.51E-10,5.39E-06,1.640263196,3.657949538,-1.021873753
see,if,she,was,6,0.00152248,0.003620412,0.007934655,0.005981408,2.62E-10,5.62E-06,1.70788687,3.513113254,-1.021873758
he,doesnt,want,to,6,0.007599249,0.000782614,0.001706625,0.02759208,2.80E-10,6.01E-06,1.828347534,3.281651814,-1.021873765
