w1,w2,w3,count,p1,p2,p3,joint.prob.nonnorm,joint.prob,expected,disparity,score
on,friday,november,8,0.007816276,7.23E-05,9.54E-05,5.39E-11,7.87E-09,0.002392274,3344.098997,-0.845179788
love,hip,hop,8,0.001703337,0.000194009,0.000170991,5.65E-11,8.24E-09,0.002506953,3191.125402,-0.845787894
pic,twitter,com,8,9.86E-05,0.000473514,0.001226534,5.73E-11,8.36E-09,0.002541871,3147.287431,-0.84596216
drama,relationships,www,8,0.001381084,0.000197298,0.000236757,6.45E-11,9.41E-09,0.002862161,2795.090981,-0.847362223
had,become,concerned,8,0.002505681,0.000246622,0.000108514,6.71E-11,9.78E-09,0.002975029,2689.049591,-0.847783763
based,on,conversations,8,0.000147973,0.007816276,5.92E-05,6.85E-11,9.99E-09,0.003037213,2633.994025,-0.848002621
below,dont,worry,8,0.000282793,0.002686537,0.000105225,7.99E-11,1.17E-08,0.003546757,2255.581375,-0.8495069
new,password,sent,8,0.001854598,0.000190721,0.000226892,8.03E-11,1.17E-08,0.003560551,2246.843367,-0.849541636
weve,received,your,8,0.000213739,8.22E-05,0.004748297,8.34E-11,1.22E-08,0.003701532,2161.267025,-0.849881822
com,account,welcome,8,0.001226534,0.000420902,0.000164415,8.49E-11,1.24E-08,0.003765735,2124.419016,-0.850028301
if,d,getelementbyid,8,0.003620412,0.000503109,4.93E-05,8.98E-11,1.31E-08,0.003985942,2007.053629,-0.850494856
thanks,for,contacting,8,0.000266352,0.008924432,3.95E-05,9.38E-11,1.37E-08,0.004161377,1922.44037,-0.850831214
rights,reserved,post,8,0.000483379,0.000355136,0.000582028,9.99E-11,1.46E-08,0.004432772,1804.739939,-0.8512991
become,concerned,about,8,0.000246622,0.000108514,0.003791404,1.01E-10,1.48E-08,0.004501586,1777.151594,-0.85140877
your,favorite,celebrities,8,0.004748297,0.000131532,0.000184145,1.15E-10,1.68E-08,0.00510242,1567.883445,-0.85224066
worry,it,happens,8,0.000105225,0.007714339,0.000144685,1.17E-10,1.71E-08,0.005210647,1535.317936,-0.852370116
more,filed,under,8,0.00241032,0.000197298,0.00024991,1.19E-10,1.73E-08,0.005272661,1517.26056,-0.852441898
forgotpassword,create,a,8,2.63E-05,0.000220316,0.021117428,1.22E-10,1.79E-08,0.005429953,1473.309181,-0.852616615
this,significant,social,8,0.006764022,5.26E-05,0.000351848,1.25E-10,1.83E-08,0.005555192,1440.094309,-0.852748652
privacy,your,ad,8,0.000213739,0.004748297,0.000124955,1.27E-10,1.85E-08,0.005626329,1421.886201,-0.852821033
stop,picking,on,8,0.000381442,4.27E-05,0.007816276,1.27E-10,1.86E-08,0.005654465,1414.811114,-0.852849159
the,singles,guide,8,0.032968442,3.62E-05,0.000111802,1.33E-10,1.95E-08,0.005915076,1352.476362,-0.853096954
a,medical,clinic,8,0.021117428,0.000141397,4.60E-05,1.37E-10,2.01E-08,0.006098567,1311.783589,-0.853258717
mr,legette,had,8,0.000305811,0.000180856,0.002505681,1.39E-10,2.02E-08,0.006148393,1301.153028,-0.853300976
email,address,here,8,0.000453785,0.000279505,0.001104867,1.40E-10,2.04E-08,0.006217249,1286.742651,-0.853358261
its,chelsie,love,8,0.002515545,3.29E-05,0.001703337,1.41E-10,2.06E-08,0.006251039,1279.787285,-0.85338591
on,conversations,mr,8,0.007816276,5.92E-05,0.000305811,1.41E-10,2.06E-08,0.006276906,1274.513238,-0.853406876
krystal,posted,on,8,4.27E-05,0.000440631,0.007816276,1.47E-10,2.15E-08,0.006531882,1224.76186,-0.853604649
audience,switch,to,8,0.000108514,5.59E-05,0.02759208,1.67E-10,2.44E-08,0.007425703,1077.339054,-0.854190689
medical,clinic,to,8,0.000141397,4.60E-05,0.02759208,1.80E-10,2.62E-08,0.007968402,1003.965464,-0.854482366
lens,on,monday,8,0.000157838,0.007816276,0.00015455,1.91E-10,2.78E-08,0.0084592,945.7159397,-0.854713922
daddy,drama,relationships,8,0.000739866,0.001381084,0.000197298,2.02E-10,2.94E-08,0.008944253,894.4291138,-0.854917799
information,below,dont,8,0.00026964,0.000282793,0.002686537,2.05E-10,2.99E-08,0.009088566,880.2268782,-0.854974256
50,cents,baby,8,0.000552434,6.91E-05,0.006152399,2.35E-10,3.42E-08,0.0104127,768.2925502,-0.855419221
posted,on,friday,8,0.000440631,0.007816276,7.23E-05,2.49E-10,3.63E-08,0.011053954,723.7229172,-0.855596396
info,within,this,8,0.000194009,0.000190721,0.006764022,2.50E-10,3.65E-08,0.011103894,720.4679884,-0.855609335
enter,your,email,8,0.000118379,0.004748297,0.000453785,2.55E-10,3.72E-08,0.011316439,706.9361748,-0.855663127
back,welcome,back,8,0.001282435,0.000164415,0.001282435,2.70E-10,3.94E-08,0.011996656,666.8524754,-0.855822469
friends,had,become,8,0.000473514,0.002505681,0.000246622,2.93E-10,4.27E-08,0.012981944,616.2405312,-0.856023664
risk,of,becoming,8,0.000124955,0.01604359,0.000151262,3.03E-10,4.42E-08,0.013453437,594.6435871,-0.856109516
book,the,singles,8,0.000263064,0.032968442,3.62E-05,3.14E-10,4.58E-08,0.013917825,574.802454,-0.85618839
up,almost,done,8,0.003225817,0.000302523,0.000371577,3.63E-10,5.29E-08,0.016087786,497.2716586,-0.856496593
and,mothers,impacted,8,0.022837206,0.000322253,4.93E-05,3.63E-10,5.30E-08,0.016104624,496.7517448,-0.856498659
read,more,filed,8,0.000779326,0.00241032,0.000197298,3.71E-10,5.41E-08,0.016442376,486.54769,-0.856539223
exists,sign,in,8,3.95E-05,0.000805632,0.012064753,3.84E-10,5.60E-08,0.017015944,470.1472973,-0.856604418
signing,in,please,8,5.26E-05,0.012064753,0.000634641,4.03E-10,5.88E-08,0.017872529,447.614331,-0.856693992
email,address,or,8,0.000453785,0.000279505,0.003367214,4.27E-10,6.23E-08,0.018947808,422.2124323,-0.856794971
dating,advice,man,8,0.000614911,0.000407749,0.001706625,4.28E-10,6.24E-08,0.018984172,421.4036922,-0.856798186
on,monday,february,8,0.007816276,0.00015455,0.000397884,4.81E-10,7.01E-08,0.021324233,375.1600422,-0.856982015
by,workers,at,8,0.002772032,4.60E-05,0.003774962,4.82E-10,7.03E-08,0.021372656,374.3100499,-0.856985394
which,grinsell,had,8,0.000930587,0.000207163,0.002505681,4.83E-10,7.05E-08,0.021431026,373.2905792,-0.856989446
watch,this,film,8,0.00044392,0.006764022,0.000161126,4.84E-10,7.06E-08,0.021464716,372.7046797,-0.856991776
three,year,old,8,0.000374866,0.001223246,0.001062119,4.87E-10,7.11E-08,0.021607838,370.2360232,-0.857001589
for,contacting,us,8,0.008924432,3.95E-05,0.001397525,4.92E-10,7.18E-08,0.021834388,366.3945176,-0.85701686
in,please,confirm,8,0.012064753,0.000634641,6.58E-05,5.04E-10,7.35E-08,0.022340661,358.0914648,-0.857049866
use,privacy,your,8,0.000575452,0.000213739,0.004748297,5.84E-10,8.52E-08,0.025910727,308.7524322,-0.857246001
this,film,through,8,0.006764022,0.000161126,0.000555722,6.06E-10,8.84E-08,0.026870644,297.7226731,-0.857289847
use,an,account,8,0.000575452,0.002508969,0.000420902,6.08E-10,8.87E-08,0.026960849,296.7265654,-0.857293806
account,use,an,8,0.000420902,0.000575452,0.002508969,6.08E-10,8.87E-08,0.026960849,296.7265654,-0.857293806
also,at,risk,8,0.001331759,0.003774962,0.000124955,6.28E-10,9.16E-08,0.027870291,287.0440031,-0.857332297
giving,birth,in,8,0.000157838,0.000355136,0.012064753,6.76E-10,9.87E-08,0.030003623,266.6344626,-0.857413429
uncensored,now,on,8,4.27E-05,0.002226175,0.007816276,7.44E-10,1.09E-07,0.033000628,242.4196296,-0.857509689
learned,that,single,8,0.000144685,0.011456419,0.000453785,7.52E-10,1.10E-07,0.03337113,239.7281737,-0.857520388
had,been,brought,8,0.002505681,0.00187104,0.000164415,7.71E-10,1.12E-07,0.034197806,233.9331366,-0.857543425
sign,up,almost,8,0.000805632,0.003225817,0.000302523,7.86E-10,1.15E-07,0.034880598,229.353867,-0.857561629
to,independent,lens,8,0.02759208,0.000184145,0.000157838,8.02E-10,1.17E-07,0.03557984,224.8464321,-0.857579547
a,paternity,test,8,0.021117428,0.000220316,0.000177568,8.26E-10,1.21E-07,0.036652185,218.2680268,-0.857605697
hooking,up,with,8,3.29E-05,0.003225817,0.008704116,9.23E-10,1.35E-07,0.040962264,195.3017062,-0.857696994
checkup,as,her,8,2.63E-05,0.004524693,0.008010286,9.53E-10,1.39E-07,0.042300617,189.1225353,-0.857721557
thanks,so,much,8,0.000266352,0.003745368,0.000956894,9.55E-10,1.39E-07,0.042350909,188.897954,-0.85772245
grinsell,had,been,8,0.000207163,0.002505681,0.00187104,9.71E-10,1.42E-07,0.043089235,185.6612195,-0.857735317
now,on,kanyes,8,0.002226175,0.007816276,5.59E-05,9.73E-10,1.42E-07,0.043154667,185.3797167,-0.857736436
a,nypost,com,8,0.021117428,4.27E-05,0.001226534,1.11E-09,1.62E-07,0.049122842,162.8570264,-0.857825969
coming,to,independent,8,0.000226892,0.02759208,0.000184145,1.15E-09,1.68E-07,0.051146019,156.4149093,-0.857851578
clinic,to,which,8,4.60E-05,0.02759208,0.000930587,1.18E-09,1.72E-07,0.052443201,152.5459893,-0.857866958
of,becoming,part,8,0.01604359,0.000151262,0.000522839,1.27E-09,1.85E-07,0.056292012,142.1160774,-0.857908419
with,both,fathers,8,0.008704116,0.000605046,0.000253199,1.33E-09,1.95E-07,0.059159363,135.22796,-0.857935801
condition,the,father,8,4.93E-05,0.032968442,0.000858245,1.40E-09,2.04E-07,0.061918506,129.2020842,-0.857959755
it,happens,well,8,0.007714339,0.000144685,0.001321894,1.48E-09,2.15E-07,0.065458755,122.214363,-0.857987533
about,her,condition,8,0.003791404,0.008010286,4.93E-05,1.50E-09,2.19E-07,0.066459773,120.3735686,-0.857994851
the,moynihan,report,8,0.032968442,0.000128243,0.000355136,1.50E-09,2.19E-07,0.066615772,120.0916808,-0.857995971
drama,he,learned,8,0.001381084,0.007599249,0.000144685,1.52E-09,2.22E-07,0.067369436,118.7482105,-0.858001312
taken,care,of,8,0.000170991,0.000690542,0.01604359,1.89E-09,2.76E-07,0.084045498,95.18653757,-0.858094975
with,someone,else,8,0.008704116,0.000618199,0.000355136,1.91E-09,2.79E-07,0.084780612,94.36119669,-0.858098256
the,negro,family,8,0.032968442,4.93E-05,0.00123311,2.01E-09,2.93E-07,0.08896337,89.92465058,-0.858115892
dont,worry,it,8,0.002686537,0.000105225,0.007714339,2.18E-09,3.18E-07,0.096752243,82.68542127,-0.85814467
each,other,but,8,0.000345271,0.001364642,0.004971902,2.34E-09,3.42E-07,0.103932216,76.9732456,-0.858167377
the,right,wing,8,0.032968442,0.000940452,7.56E-05,2.34E-09,3.42E-07,0.104035742,76.89664936,-0.858167682
a,checkup,as,8,0.021117428,2.63E-05,0.004524693,2.51E-09,3.67E-07,0.111516652,71.73816505,-0.858188188
all,kinds,of,8,0.00395253,4.27E-05,0.01604359,2.71E-09,3.95E-07,0.120265106,66.51971011,-0.858208932
been,brought,for,8,0.00187104,0.000164415,0.008924432,2.75E-09,4.01E-07,0.121801634,65.68056378,-0.858212268
step,daughter,is,8,0.000246622,0.000970047,0.011732635,2.81E-09,4.09E-07,0.124528606,64.24226743,-0.858217986
a,big,deal,8,0.021117428,0.000420902,0.000355136,3.16E-09,4.61E-07,0.140044168,57.12483513,-0.858246279
the,e,book,8,0.032968442,0.000378154,0.000263064,3.28E-09,4.78E-07,0.145504535,54.9811043,-0.858254801
e,book,the,8,0.000378154,0.000263064,0.032968442,3.28E-09,4.78E-07,0.145504535,54.9811043,-0.858254801
concerned,about,her,8,0.000108514,0.003791404,0.008010286,3.30E-09,4.81E-07,0.1462115,54.71525844,-0.858255858
single,people,are,8,0.000453785,0.00152248,0.004843658,3.35E-09,4.88E-07,0.148464912,53.88478592,-0.858259159
both,fathers,and,8,0.000605046,0.000253199,0.022837206,3.50E-09,5.10E-07,0.155217899,51.54044783,-0.858268478
they,were,together,8,0.003465863,0.001433696,0.000736578,3.66E-09,5.34E-07,0.162381339,49.26674474,-0.858277517
workers,at,a,8,4.60E-05,0.003774962,0.021117428,3.67E-09,5.35E-07,0.162817554,49.13475117,-0.858278042
future,baby,mama,8,0.000164415,0.006152399,0.00366316,3.71E-09,5.41E-07,0.164395522,48.66312598,-0.858279917
legette,had,with,8,0.000180856,0.002505681,0.008704116,3.94E-09,5.75E-07,0.174997806,45.71485893,-0.858291637
with,each,other,8,0.008704116,0.000345271,0.001364642,4.10E-09,5.98E-07,0.181950117,43.96809495,-0.85829858
found,out,about,8,0.000414325,0.003127168,0.003791404,4.91E-09,7.17E-07,0.21794222,36.70697674,-0.858327445
for,a,checkup,8,0.008924432,0.021117428,2.63E-05,4.96E-09,7.23E-07,0.219953629,36.37130254,-0.858328779
in,another,part,8,0.012064753,0.000818785,0.000522839,5.16E-09,7.53E-07,0.229142256,34.91280983,-0.858334577
us,on,twitter,8,0.001397525,0.007816276,0.000473514,5.17E-09,7.55E-07,0.22947829,34.86168562,-0.85833478
to,which,grinsell,8,0.02759208,0.000930587,0.000207163,5.32E-09,7.76E-07,0.235994405,33.89910873,-0.858338607
of,this,significant,8,0.01604359,0.006764022,5.26E-05,5.71E-09,8.33E-07,0.25330636,31.58231011,-0.858347817
in,her,bedroom,8,0.012064753,0.008010286,6.58E-05,6.36E-09,9.27E-07,0.281978498,28.3709576,-0.858360583
in,our,lives,8,0.012064753,0.001535634,0.000348559,6.46E-09,9.42E-07,0.286504507,27.92277189,-0.858362364
guide,how,to,8,0.000111802,0.002298518,0.02759208,7.09E-09,1.03E-06,0.314579788,25.43075021,-0.858372271
i,wonder,if,8,0.014264622,0.000138108,0.003620412,7.13E-09,1.04E-06,0.316436927,25.28149948,-0.858372864
according,to,tmz,8,0.000325541,0.02759208,0.000805632,7.24E-09,1.06E-06,0.321052459,24.91804616,-0.858374309
more,child,support,8,0.00241032,0.003038384,0.001012795,7.42E-09,1.08E-06,0.329069524,24.31097203,-0.858376722
baby,mama,high,8,0.006152399,0.00366316,0.000338694,7.63E-09,1.11E-06,0.338654775,23.62287669,-0.858379457
with,another,woman,8,0.008704116,0.000818785,0.001081849,7.71E-09,1.12E-06,0.342066219,23.38728455,-0.858380394
with,a,nypost,8,0.008704116,0.021117428,4.27E-05,7.86E-09,1.15E-06,0.348600974,22.94887451,-0.858382137
that,single,people,8,0.011456419,0.000453785,0.00152248,7.91E-09,1.15E-06,0.351155298,22.78194307,-0.8583828
crazy,baby,mama,8,0.000361712,0.006152399,0.00366316,8.15E-09,1.19E-06,0.361670148,22.11960272,-0.858385433
address,or,with,8,0.000279505,0.003367214,0.008704116,8.19E-09,1.20E-06,0.363440921,22.01183062,-0.858385862
wrapped,in,a,8,3.29E-05,0.012064753,0.021117428,8.38E-09,1.22E-06,0.371688406,21.52340477,-0.858387803
to,figure,out,8,0.02759208,0.000105225,0.003127168,9.08E-09,1.32E-06,0.402814613,19.86025268,-0.858394415
an,account,with,8,0.002508969,0.000420902,0.008704116,9.19E-09,1.34E-06,0.407802092,19.61735888,-0.85839538
her,friends,had,8,0.008010286,0.000473514,0.002505681,9.50E-09,1.39E-06,0.421653538,18.97292276,-0.858397942
people,are,also,8,0.00152248,0.004843658,0.001331759,9.82E-09,1.43E-06,0.435712242,18.36074187,-0.858400376
he,doesnt,want,8,0.007599249,0.000782614,0.001706625,1.01E-08,1.48E-06,0.450303437,17.76579824,-0.858402741
she,found,out,8,0.007934655,0.000414325,0.003127168,1.03E-08,1.50E-06,0.45610978,17.53963704,-0.85840364
baby,mamas,are,8,0.006152399,0.000365001,0.004843658,1.09E-08,1.59E-06,0.482570216,16.57789837,-0.858407463
news,and,information,8,0.001792121,0.022837206,0.00026964,1.10E-08,1.61E-06,0.489602476,16.33978664,-0.858408409
at,a,medical,8,0.003774962,0.021117428,0.000141397,1.13E-08,1.64E-06,0.500082487,15.99736085,-0.858409771
he,learned,that,8,0.007599249,0.000144685,0.011456419,1.26E-08,1.84E-06,0.558845514,14.31522629,-0.858416457
to,each,other,8,0.02759208,0.000345271,0.001364642,1.30E-08,1.90E-06,0.576782557,13.87004497,-0.858418227
her,condition,the,8,0.008010286,4.93E-05,0.032968442,1.30E-08,1.90E-06,0.577906054,13.84308045,-0.858418334
in,addition,to,8,0.012064753,3.95E-05,0.02759208,1.31E-08,1.92E-06,0.582778713,13.72733737,-0.858418794
had,with,both,8,0.002505681,0.008704116,0.000605046,1.32E-08,1.93E-06,0.585447205,13.66476761,-0.858419043
the,best,thing,8,0.032968442,0.000595181,0.000677389,1.33E-08,1.94E-06,0.589704574,13.56611488,-0.858419435
his,baby,mamas,8,0.006356274,0.006152399,0.000365001,1.43E-08,2.08E-06,0.63327103,12.63282168,-0.858423145
for,black,women,8,0.008924432,0.001555363,0.001062119,1.47E-08,2.15E-06,0.654085478,12.23081732,-0.858424743
i,bet,you,8,0.014264622,9.86E-05,0.010821778,1.52E-08,2.22E-06,0.675615626,11.84105235,-0.858426293
be,allowed,to,8,0.005813705,9.54E-05,0.02759208,1.53E-08,2.23E-06,0.678664263,11.78786101,-0.858426504
men,and,women,8,0.000644506,0.022837206,0.001062119,1.56E-08,2.28E-06,0.693572467,11.53448324,-0.858427512
i,am,going,8,0.014264622,0.001055543,0.001068696,1.61E-08,2.35E-06,0.713902564,11.20601101,-0.858428817
as,her,friends,8,0.004524693,0.008010286,0.000473514,1.72E-08,2.50E-06,0.761411113,10.50680752,-0.858431597
on,their,own,8,0.007816276,0.002531987,0.00086811,1.72E-08,2.51E-06,0.762227888,10.4955488,-0.858431642
account,with,your,8,0.000420902,0.008704116,0.004748297,1.74E-08,2.54E-06,0.771777486,10.36568201,-0.858432158
man,with,kids,8,0.001706625,0.008704116,0.001173921,1.74E-08,2.54E-06,0.773660664,10.34045076,-0.858432258
with,your,email,8,0.008704116,0.004748297,0.000453785,1.88E-08,2.74E-06,0.832072602,9.614545634,-0.858435144
come,up,with,8,0.000680677,0.003225817,0.008704116,1.91E-08,2.79E-06,0.84791886,9.434865033,-0.858435858
how,do,we,8,0.002298518,0.002541852,0.003485592,2.04E-08,2.97E-06,0.903490387,8.854549112,-0.858438165
the,latest,news,8,0.032968442,0.000355136,0.001792121,2.10E-08,3.06E-06,0.930912708,8.593716608,-0.858439202
people,who,are,8,0.00152248,0.002857528,0.004843658,2.11E-08,3.07E-06,0.934898613,8.557077626,-0.858439347
the,best,way,8,0.032968442,0.000595181,0.00109829,2.16E-08,3.14E-06,0.95612295,8.367124748,-0.858440103
how,to,deal,8,0.002298518,0.02759208,0.000355136,2.25E-08,3.29E-06,0.999253443,8.005976919,-0.858441538
you,really,want,8,0.010821778,0.001265993,0.001706625,2.34E-08,3.41E-06,1.037330078,7.712106466,-0.858442706
on,child,support,8,0.007816276,0.003038384,0.001012795,2.41E-08,3.51E-06,1.067119044,7.496820571,-0.858443562
are,also,at,8,0.004843658,0.001331759,0.003774962,2.44E-08,3.55E-06,1.080340504,7.405072722,-0.858443927
his,first,child,8,0.006356274,0.001348201,0.003038384,2.60E-08,3.80E-06,1.155177398,6.925343254,-0.858445834
hes,going,to,8,0.000904281,0.001068696,0.02759208,2.67E-08,3.89E-06,1.183016432,6.762374373,-0.858446482
check,out,the,8,0.000266352,0.003127168,0.032968442,2.75E-08,4.01E-06,1.21829998,6.566527236,-0.85844726
child,support,for,8,0.003038384,0.001012795,0.008924432,2.75E-08,4.01E-06,1.218410217,6.565933124,-0.858447263
see,his,child,8,0.00152248,0.006356274,0.003038384,2.94E-08,4.29E-06,1.304505208,6.132593379,-0.858448985
in,the,united,8,0.012064753,0.032968442,7.56E-05,3.01E-08,4.39E-06,1.334640345,5.994124208,-0.858449536
first,baby,mama,8,0.001348201,0.006152399,0.00366316,3.04E-08,4.43E-06,1.348043281,5.934527559,-0.858449773
brought,for,a,8,0.000164415,0.008924432,0.021117428,3.10E-08,4.52E-06,1.374710184,5.819408407,-0.85845023
to,remain,in,8,0.02759208,9.86E-05,0.012064753,3.28E-08,4.79E-06,1.456946782,5.490934946,-0.858451536
a,piece,of,8,0.021117428,9.86E-05,0.01604359,3.34E-08,4.88E-06,1.482802723,5.395188364,-0.858451917
fact,that,she,8,0.000368289,0.011456419,0.007934655,3.35E-08,4.88E-06,1.485301063,5.386113428,-0.858451953
happened,to,be,8,0.000220316,0.02759208,0.005813705,3.53E-08,5.16E-06,1.567948469,5.102208496,-0.858453081
fox,news,and,8,0.001025948,0.001792121,0.022837206,4.20E-08,6.13E-06,1.862877715,4.294431104,-0.858456292
and,fox,news,8,0.022837206,0.001025948,0.001792121,4.20E-08,6.13E-06,1.862877715,4.294431104,-0.858456292
i,told,him,8,0.014264622,0.000858245,0.003446133,4.22E-08,6.15E-06,1.871769381,4.274030808,-0.858456374
for,the,rest,8,0.008924432,0.032968442,0.000147973,4.35E-08,6.35E-06,1.931572699,4.141702772,-0.8584569
see,if,she,8,0.00152248,0.003620412,0.007934655,4.37E-08,6.38E-06,1.9403793,4.122905249,-0.858456974
it,may,be,8,0.007714339,0.001035813,0.005813705,4.65E-08,6.78E-06,2.061018183,3.881576624,-0.858457934
do,you,want,8,0.002541852,0.010821778,0.001706625,4.69E-08,6.85E-06,2.082743247,3.841087955,-0.858458095
more,than,a,8,0.00241032,0.000979912,0.021117428,4.99E-08,7.28E-06,2.212847784,3.615250926,-0.858458992
wanted,to,have,8,0.000328829,0.02759208,0.005576948,5.06E-08,7.38E-06,2.244918454,3.56360383,-0.858459198
to,call,me,8,0.02759208,0.000450496,0.004120233,5.12E-08,7.47E-06,2.272198978,3.520818413,-0.858459368
of,their,son,8,0.01604359,0.002531987,0.001282435,5.21E-08,7.60E-06,2.311251209,3.461328639,-0.858459604
it,should,be,8,0.007714339,0.001170633,0.005813705,5.25E-08,7.66E-06,2.329277692,3.434541114,-0.858459711
and,much,more,8,0.022837206,0.000956894,0.00241032,5.27E-08,7.68E-06,2.336846655,3.423416759,-0.858459755
wanted,to,be,8,0.000328829,0.02759208,0.005813705,5.27E-08,7.70E-06,2.340221596,3.418479692,-0.858459775
my,relationship,with,8,0.005422398,0.001124597,0.008704116,5.31E-08,7.74E-06,2.354841625,3.397256068,-0.858459859
of,their,children,8,0.01604359,0.002531987,0.001335048,5.42E-08,7.91E-06,2.406071771,3.324921599,-0.858460146
used,to,be,8,0.000338694,0.02759208,0.005813705,5.43E-08,7.93E-06,2.410428244,3.318912322,-0.85846017
it,he,says,8,0.007714339,0.007599249,0.000930587,5.46E-08,7.96E-06,2.420334491,3.305328263,-0.858460224
so,he,can,8,0.003745368,0.007599249,0.001933517,5.50E-08,8.03E-06,2.441529616,3.27663443,-0.858460338
sake,of,the,8,0.000108514,0.01604359,0.032968442,5.74E-08,8.37E-06,2.546440068,3.141640795,-0.858460875
mama,drama,is,8,0.00366316,0.001381084,0.011732635,5.94E-08,8.66E-06,2.633421203,3.037873315,-0.858461288
